county_fips,margin_2012,margin_2016,margin_2020,delta_2012_16,delta_2016_20,abs_delta_2012_16,abs_delta_2016_20,year,state,state_po,state_county,county_name,totalvotes,aggvotes_D,aggvotes_R,aggvotes_G,aggvotes_L,aggvotes_O,unique_id,proportion_D,proportion_R,proportion_G,proportion_L,proportion_O,proportion_explained_by_DR,votemargin_DR,norm_votes,log_votes
42081,-0.3324156324608005,-0.4470879066548007,-0.41332230735477776,-0.11467227419400017,0.03376559930002293,0.11467227419400017,0.03376559930002293,2000,PENNSYLVANIA,PA,PA-LYCOMING,LYCOMING,43183,14663,27137,965,0,418,2000_42081,0.33955491744436467,0.628418590649098,0.02234675682560267,0,0.009679735080934627,0.9679735080934626,-0.28886367320473333,0.010126478385410255,10.673225335257786
42081,-0.3324156324608005,-0.4470879066548007,-0.41332230735477776,-0.11467227419400017,0.03376559930002293,0.11467227419400017,0.03376559930002293,2004,PENNSYLVANIA,PA,PA-LYCOMING,LYCOMING,50049,15681,33961,0,0,407,2004_42081,0.31331295330576037,0.6785550160842374,0,0,0.008132030610002198,0.9918679693899978,-0.36524206277847704,0.011736565702044736,10.820777784743367
42081,-0.3324156324608005,-0.4470879066548007,-0.41332230735477776,-0.11467227419400017,0.03376559930002293,0.11467227419400017,0.03376559930002293,2008,PENNSYLVANIA,PA,PA-LYCOMING,LYCOMING,49235,18381,30280,0,0,574,2008_42081,0.37333197928303036,0.6150096476084087,0,0,0.011658373108560983,0.9883416268914391,-0.24167766832537835,0.011545681478954076,10.804380342230186
42081,-0.3324156324608005,-0.4470879066548007,-0.41332230735477776,-0.11467227419400017,0.03376559930002293,0.11467227419400017,0.03376559930002293,2012,PENNSYLVANIA,PA,PA-LYCOMING,LYCOMING,46493,15203,30658,0,0,632,2012_42081,0.3269954616824038,0.6594110941432043,0,0,0.013593444174391844,0.9864065558256081,-0.3324156324608005,0.010902678358911585,10.747078550992006
42081,-0.3324156324608005,-0.4470879066548007,-0.41332230735477776,-0.11467227419400017,0.03376559930002293,0.11467227419400017,0.03376559930002293,2016,PENNSYLVANIA,PA,PA-LYCOMING,LYCOMING,50565,13020,35627,0,0,1918,2016_42081,0.2574903589439336,0.7045782655987343,0,0,0.03793137545733215,0.9620686245426678,-0.4470879066548007,0.01185756847737002,10.831034692665982
42081,-0.3324156324608005,-0.4470879066548007,-0.41332230735477776,-0.11467227419400017,0.03376559930002293,0.11467227419400017,0.03376559930002293,2020,PENNSYLVANIA,PA,PA-LYCOMING,LYCOMING,59254,16971,41462,0,821,0,2020_42081,0.2864110439801532,0.699733351334931,0,0.013855604684915786,0,0.9861443953150841,-0.41332230735477776,0.013895152033186652,10.98960544362255
42089,0.13277810448686367,0.007627021447413673,0.06362953154636225,-0.12515108303945,0.05600251009894858,0.12515108303945,0.05600251009894858,2000,PENNSYLVANIA,PA,PA-MONROE,MONROE,46878,21939,23265,1319,0,355,2000_42089,0.4680020478689364,0.4962882375527966,0.028136865907248603,0,0.0075728486710183885,0.964290285421733,-0.028286189683860208,0.01099296143740041,10.755325092965364
42089,0.13277810448686367,0.007627021447413673,0.06362953154636225,-0.12515108303945,0.05600251009894858,0.12515108303945,0.05600251009894858,2004,PENNSYLVANIA,PA,PA-MONROE,MONROE,56342,27967,27971,0,0,404,2004_42089,0.496379255262504,0.49645025025735684,0,0,0.00717049448013915,0.9928295055198608,-7.099499485285765e-5,0.013212283657707536,10.939213288149046
42089,0.13277810448686367,0.007627021447413673,0.06362953154636225,-0.12515108303945,0.05600251009894858,0.12515108303945,0.05600251009894858,2008,PENNSYLVANIA,PA,PA-MONROE,MONROE,68385,39453,28293,0,0,639,2008_42089,0.576924764202676,0.4137310813774951,0,0,0.00934415441982891,0.9906558455801711,0.16319368282518093,0.01603638525313851,11.132923404298595
42089,0.13277810448686367,0.007627021447413673,0.06362953154636225,-0.12515108303945,0.05600251009894858,0.12515108303945,0.05600251009894858,2012,PENNSYLVANIA,PA,PA-MONROE,MONROE,62917,35221,26867,0,0,829,2012_42089,0.5598010076767805,0.42702290318991687,0,0,0.013176089133302605,0.9868239108666974,0.13277810448686367,0.014754131037094621,11.049587570271592
42089,0.13277810448686367,0.007627021447413673,0.06362953154636225,-0.12515108303945,0.05600251009894858,0.12515108303945,0.05600251009894858,2016,PENNSYLVANIA,PA,PA-MONROE,MONROE,69752,33918,33386,0,0,2448,2016_42089,0.4862656267920633,0.47863860534464964,0,0,0.035095767863287074,0.964904232136713,0.007627021447413673,0.016356948807149482,11.152715709511364
42089,0.13277810448686367,0.007627021447413673,0.06362953154636225,-0.12515108303945,0.05600251009894858,0.12515108303945,0.05600251009894858,2020,PENNSYLVANIA,PA,PA-MONROE,MONROE,83829,44060,38726,0,1043,0,2020_42089,0.5255937682663517,0.4619642367199895,0,0.012441995013658757,0,0.9875580049863413,0.06362953154636225,0.019658026458804535,11.336546217631904
42097,-0.19408647476815605,-0.42703839222325374,-0.38490646359056835,-0.2329519174550977,0.04213192863268539,0.2329519174550977,0.04213192863268539,2000,PENNSYLVANIA,PA,PA-NORTHUMBERLAND,NORTHUMBERLAND,33251,13670,18142,956,0,483,2000_42097,0.4111154551742805,0.5456076508977173,0.028751015007067456,0,0.01452587892093471,0.9567231060719978,-0.13449219572343685,0.0077974094619011275,10.411870194650978
