county_fips,margin_2012,margin_2016,margin_2020,delta_2012_16,delta_2016_20,abs_delta_2012_16,abs_delta_2016_20
36015,0.0019137389317337994,-0.1755308840222598,-0.13311173226561912,-0.1774446229539936,0.04241915175664068,0.1774446229539936,0.04241915175664068
36017,-0.014497255876566195,-0.25525793650793643,-0.23160993888566705,-0.24076068063137024,0.02364799762226938,0.24076068063137024,0.02364799762226938
36019,0.26683194154488515,0.01900015573898145,0.051912338300081406,-0.2478317858059037,0.032912182561099956,0.2478317858059037,0.032912182561099956
36021,0.1593257578358337,0.0494466377580739,0.16550683323551607,-0.1098791200777598,0.11606019547744217,0.1098791200777598,0.11606019547744217
36023,0.10731757032205469,-0.05576961074886383,-0.0191850904439978,-0.16308718107091852,0.03658452030486603,0.16308718107091852,0.03658452030486603
36025,-0.06465285974890006,-0.2685428455941794,-0.1839299644621652,-0.20388998584527934,0.0846128811320142,0.20388998584527934,0.0846128811320142
36027,0.1115476334828826,0.0035437701437365243,0.09593189763577353,-0.10800386333914608,0.09238812749203701,0.10800386333914608,0.09238812749203701
36029,0.1874527698306353,0.0640967837120095,0.14607571095688432,-0.1233559861186258,0.08197892724487482,0.1233559861186258,0.08197892724487482
36031,0.19692528563737516,-0.01138343593913349,0.04987159732922447,-0.20830872157650865,0.06125503326835796,0.20830872157650865,0.06125503326835796
36033,0.2699259445211497,-0.05450684285040114,-0.021369721936148278,-0.32443278737155085,0.03313712091425286,0.32443278737155085,0.03313712091425286
36035,-0.0757108944896207,-0.32836805882907516,-0.3093635759388501,-0.25265716433945445,0.01900448289022505,0.25265716433945445,0.01900448289022505
36037,-0.1504081467711954,-0.35052209443099275,-0.31432842920729837,-0.20011394765979734,0.03619366522369438,0.20011394765979734,0.03619366522369438
36039,-0.06609026963657677,-0.2570521541950114,-0.1550157977883096,-0.1909618845584346,0.10203635640670178,0.1909618845584346,0.10203635640670178
36041,-0.21748878923766812,-0.34573643410852717,-0.3000859845227859,-0.12824764487085905,0.04565044958574127,0.12824764487085905,0.04565044958574127
36043,-0.05351437699680511,-0.32816606360693207,-0.3021989174560216,-0.27465168661012695,0.025967146150910447,0.27465168661012695,0.025967146150910447
36045,-0.005713005488966083,-0.20802385186735012,-0.1885834711867479,-0.20231084637838403,0.01944038068060222,0.20231084637838403,0.01944038068060222
36047,0.639625260425935,0.6200420801757686,0.5438384145678958,-0.019583180250166476,-0.07620366560787273,0.019583180250166476,0.07620366560787273
36049,-0.05692834061965407,-0.3756291390728477,-0.3889229825099724,-0.3187007984531936,-0.013293843437124753,0.3187007984531936,0.013293843437124753
36051,-0.05756443780351139,-0.21953980886417362,-0.18021859994945666,-0.16197537106066223,0.039321208914716965,0.16197537106066223,0.039321208914716965
36053,0.04342564248594005,-0.1419970729111229,-0.10508959318274674,-0.18542271539706295,0.03690747972837616,0.18542271539706295,0.03690747972837616
36055,0.2141378556257545,0.1495442652175163,0.20882714166138633,-0.0645935904082382,0.059282876443870036,0.0645935904082382,0.059282876443870036
36057,0.0032992411745298433,-0.2469822609425842,-0.22441871411089143,-0.25028150211711403,0.02256354683169276,0.25028150211711403,0.02256354683169276
36059,0.09997166246297196,0.05930448516171166,0.09451642742314476,-0.04066717730126029,0.035211942261433093,0.04066717730126029,0.035211942261433093
36061,0.6720426236590108,0.7685065454398682,0.7383109615699917,0.09646392178085739,-0.03019558386987653,0.09646392178085739,0.03019558386987653
36063,0.04133104153325917,-0.1775069803683903,-0.09573169568783013,-0.21883802190164947,0.08177528468056017,0.21883802190164947,0.08177528468056017
36065,-0.017312572087658573,-0.19442033205507142,-0.15352619572057896,-0.17710775996741285,0.04089413633449246,0.17710775996741285,0.04089413633449246
36067,0.23502200598875517,0.13763193245058525,0.2048276096161843,-0.09739007353816992,0.06719567716559904,0.09739007353816992,0.06719567716559904
36069,0.023948341796752537,-0.07263959585135288,-2.330032454023745e-4,-0.09658793764810542,0.0724065926059505,0.09658793764810542,0.0724065926059505
36071,0.09058651193218997,-0.05503844863538593,-0.0018002942788724607,-0.1456249605675759,0.05323815435651347,0.1456249605675759,0.05323815435651347
36073,-0.14143886848905213,-0.39474969474969474,-0.3570492519384078,-0.2533108262606426,0.03770044281128693,0.2533108262606426,0.03770044281128693
36075,0.10244219685586775,-0.21986301369863015,-0.20044847954495737,-0.3223052105544979,0.01941453415367278,0.3223052105544979,0.01941453415367278
36077,0.04469944902440032,-0.11130590618669162,-0.04985295680827695,-0.15600535521109193,0.06145294937841467,0.15600535521109193,0.06145294937841467
36079,-0.053805389559138606,-0.15769207009451636,-0.07827470262843922,-0.10388668053537775,0.07941736746607714,0.10388668053537775,0.07941736746607714
36081,0.5924096707462783,0.5359597198689381,0.4485511606070751,-0.05644995087734017,-0.08740855926186297,0.05644995087734017,0.08740855926186297
36083,0.15399323429916162,-0.014099661831698362,0.0558890472974663,-0.16809289613085998,0.06998870912916466,0.16809289613085998,0.06998870912916466
